,natural_gas_price_euro_mwh_obs,coal_price_euro_mwh_obs,co2_price_euro_t_obs,ro_coal_capa_available_MW_obs,ro_gas_capa_available_MW_obs,ro_day_ahead_price_euro_mwh_obs,ro_nuclear_capa_available_MW_obs
2020-01-01 00:00:00+00:00,12.438,,,938.0,3259.1,30.4,
2020-01-01 01:00:00+00:00,,,,938.0,3259.1,28.53,
2020-01-01 02:00:00+00:00,,,,938.0,3259.1,27.37,
2020-01-01 03:00:00+00:00,,,,938.0,3259.1,26.38,
2020-01-01 04:00:00+00:00,,,,938.0,3259.1,26.5,
2020-01-01 05:00:00+00:00,,,,938.0,3259.1,27.01,
2020-01-01 06:00:00+00:00,,,,938.0,3259.1,27.4,
2020-01-01 07:00:00+00:00,,,,938.0,3259.1,27.99,
2020-01-01 08:00:00+00:00,,,,938.0,3259.1,27.71,
2020-01-01 09:00:00+00:00,,,,938.0,3259.1,23.6,
2020-01-01 10:00:00+00:00,,,,938.0,3259.1,18.21,
2020-01-01 11:00:00+00:00,,,,938.0,3259.1,12.77,
2020-01-01 12:00:00+00:00,,,,938.0,3259.1,14.23,
2020-01-01 13:00:00+00:00,,,,938.0,3259.1,18.21,
2020-01-01 14:00:00+00:00,,,,938.0,3259.1,27.97,
2020-01-01 15:00:00+00:00,,,,938.0,3259.1,38.11,
2020-01-01 16:00:00+00:00,,,,938.0,3259.1,41.24,
2020-01-01 17:00:00+00:00,,,,938.0,3259.1,42.66,
2020-01-01 18:00:00+00:00,,,,938.0,3259.1,42.08,
2020-01-01 19:00:00+00:00,,,,938.0,3259.1,39.51,
2020-01-01 20:00:00+00:00,,,,938.0,3259.1,37.5,
2020-01-01 21:00:00+00:00,,,,938.0,3259.1,35.6,
2020-01-01 22:00:00+00:00,,,,938.0,3259.1,31.6,
2020-01-01 23:00:00+00:00,,,,938.0,3259.1,32.01,
2020-01-02 00:00:00+00:00,12.496,6.572857142857143,24.24,938.0,3259.1,31.5,
2020-01-02 01:00:00+00:00,,,,938.0,3259.1,29.66,
2020-01-02 02:00:00+00:00,,,,938.0,3259.1,29.94,
2020-01-02 03:00:00+00:00,,,,938.0,3259.1,31.96,
2020-01-02 04:00:00+00:00,,,,938.0,3259.1,35.15,
2020-01-02 05:00:00+00:00,,,,938.0,3259.1,43.48,
2020-01-02 06:00:00+00:00,,,,938.0,3259.1,50.47,
2020-01-02 07:00:00+00:00,,,,938.0,3259.1,52.39,
2020-01-02 08:00:00+00:00,,,,938.0,3259.1,45.07,
2020-01-02 09:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-02 10:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-02 11:00:00+00:00,,,,938.0,3259.1,41.49,
2020-01-02 12:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-02 13:00:00+00:00,,,,938.0,3259.1,50.01,
2020-01-02 14:00:00+00:00,,,,938.0,3259.1,52.52,
2020-01-02 15:00:00+00:00,,,,938.0,3259.1,60.68,
2020-01-02 16:00:00+00:00,,,,938.0,3259.1,58.17,
2020-01-02 17:00:00+00:00,,,,938.0,3259.1,52.41,
2020-01-02 18:00:00+00:00,,,,938.0,3259.1,48.12,
2020-01-02 19:00:00+00:00,,,,938.0,3259.1,45.21,
2020-01-02 20:00:00+00:00,,,,938.0,3259.1,48.12,
2020-01-02 21:00:00+00:00,,,,938.0,3259.1,52.56,
2020-01-02 22:00:00+00:00,,,,938.0,3259.1,44.91,
2020-01-02 23:00:00+00:00,,,,938.0,3259.1,40.24,
2020-01-03 00:00:00+00:00,12.186,6.795714285714285,24.86,938.0,3259.1,38.24,
2020-01-03 01:00:00+00:00,,,,938.0,3259.1,33.95,
2020-01-03 02:00:00+00:00,,,,938.0,3259.1,29.29,
2020-01-03 03:00:00+00:00,,,,938.0,3259.1,29.3,
2020-01-03 04:00:00+00:00,,,,938.0,3259.1,37.32,
2020-01-03 05:00:00+00:00,,,,938.0,3259.1,42.99,
2020-01-03 06:00:00+00:00,,,,938.0,3259.1,47.16,
2020-01-03 07:00:00+00:00,,,,938.0,3259.1,48.36,
2020-01-03 08:00:00+00:00,,,,938.0,3259.1,49.16,
2020-01-03 09:00:00+00:00,,,,938.0,3259.1,48.17,
2020-01-03 10:00:00+00:00,,,,938.0,3259.1,48.12,
2020-01-03 11:00:00+00:00,,,,938.0,3259.1,51.51,
2020-01-03 12:00:00+00:00,,,,938.0,3259.1,51.3,
2020-01-03 13:00:00+00:00,,,,938.0,3259.1,55.01,
2020-01-03 14:00:00+00:00,,,,938.0,3259.1,60.05,
2020-01-03 15:00:00+00:00,,,,938.0,3259.1,77.24,
2020-01-03 16:00:00+00:00,,,,938.0,3259.1,81.05,
2020-01-03 17:00:00+00:00,,,,938.0,3259.1,72.37,
2020-01-03 18:00:00+00:00,,,,938.0,3259.1,72.94,
2020-01-03 19:00:00+00:00,,,,938.0,3259.1,59.03,
2020-01-03 20:00:00+00:00,,,,938.0,3259.1,52.31,
2020-01-03 21:00:00+00:00,,,,938.0,3259.1,53.61,
2020-01-03 22:00:00+00:00,,,,938.0,3259.1,49.99,
2020-01-03 23:00:00+00:00,,,,938.0,3259.1,38.99,
2020-01-04 00:00:00+00:00,13.358,,,938.0,3259.1,34.76,
2020-01-04 01:00:00+00:00,,,,938.0,3259.1,33.68,
2020-01-04 02:00:00+00:00,,,,938.0,3259.1,29.29,
2020-01-04 03:00:00+00:00,,,,938.0,3259.1,29.42,
2020-01-04 04:00:00+00:00,,,,938.0,3259.1,33.35,
2020-01-04 05:00:00+00:00,,,,938.0,3259.1,38.61,
2020-01-04 06:00:00+00:00,,,,938.0,3259.1,41.02,
2020-01-04 07:00:00+00:00,,,,938.0,3259.1,44.59,
2020-01-04 08:00:00+00:00,,,,938.0,3259.1,44.22,
2020-01-04 09:00:00+00:00,,,,938.0,3259.1,43.14,
2020-01-04 10:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-04 11:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-04 12:00:00+00:00,,,,938.0,3259.1,41.5,
2020-01-04 13:00:00+00:00,,,,938.0,3259.1,41.72,
2020-01-04 14:00:00+00:00,,,,938.0,3259.1,45.08,
2020-01-04 15:00:00+00:00,,,,938.0,3259.1,48.12,
2020-01-04 16:00:00+00:00,,,,938.0,3259.1,50.01,
2020-01-04 17:00:00+00:00,,,,938.0,3259.1,48.12,
2020-01-04 18:00:00+00:00,,,,938.0,3259.1,49.42,
2020-01-04 19:00:00+00:00,,,,938.0,3259.1,46.76,
2020-01-04 20:00:00+00:00,,,,938.0,3259.1,42.27,
2020-01-04 21:00:00+00:00,,,,938.0,3259.1,39.81,
2020-01-04 22:00:00+00:00,,,,938.0,3259.1,34.11,
2020-01-04 23:00:00+00:00,,,,938.0,3259.1,33.45,
2020-01-05 00:00:00+00:00,13.358,,,938.0,3259.1,31.78,
2020-01-05 01:00:00+00:00,,,,938.0,3259.1,30.38,
2020-01-05 02:00:00+00:00,,,,938.0,3259.1,29.3,
2020-01-05 03:00:00+00:00,,,,938.0,3259.1,30.97,
2020-01-05 04:00:00+00:00,,,,938.0,3259.1,32.37,
2020-01-05 05:00:00+00:00,,,,938.0,3259.1,37.25,
2020-01-05 06:00:00+00:00,,,,938.0,3259.1,37.32,
2020-01-05 07:00:00+00:00,,,,938.0,3259.1,39.13,
2020-01-05 08:00:00+00:00,,,,938.0,3259.1,43.3,
2020-01-05 09:00:00+00:00,,,,938.0,3259.1,45.08,
2020-01-05 10:00:00+00:00,,,,938.0,3259.1,39.76,
2020-01-05 11:00:00+00:00,,,,938.0,3259.1,39.16,
2020-01-05 12:00:00+00:00,,,,938.0,3259.1,35.44,
2020-01-05 13:00:00+00:00,,,,938.0,3259.1,35.34,
2020-01-05 14:00:00+00:00,,,,938.0,3259.1,36.6,
2020-01-05 15:00:00+00:00,,,,938.0,3259.1,40.86,
2020-01-05 16:00:00+00:00,,,,938.0,3259.1,44.94,
2020-01-05 17:00:00+00:00,,,,938.0,3259.1,45.58,
2020-01-05 18:00:00+00:00,,,,938.0,3259.1,44.99,
2020-01-05 19:00:00+00:00,,,,938.0,3259.1,42.66,
2020-01-05 20:00:00+00:00,,,,938.0,3259.1,38.23,
2020-01-05 21:00:00+00:00,,,,938.0,3259.1,35.9,
2020-01-05 22:00:00+00:00,,,,938.0,3259.1,30.84,
2020-01-05 23:00:00+00:00,,,,938.0,3259.1,32.08,
2020-01-06 00:00:00+00:00,13.399,6.795714285714285,24.13,1133.0,3259.1,30.12,
2020-01-06 01:00:00+00:00,,,,1133.0,3259.1,29.01,
2020-01-06 02:00:00+00:00,,,,1133.0,3259.1,28.62,
2020-01-06 03:00:00+00:00,,,,1133.0,3259.1,28.27,
2020-01-06 04:00:00+00:00,,,,1133.0,3259.1,30.75,
2020-01-06 05:00:00+00:00,,,,1133.0,3259.1,36.09,
2020-01-06 06:00:00+00:00,,,,1133.0,3259.1,44.48,
2020-01-06 07:00:00+00:00,,,,1133.0,3259.1,46.92,
2020-01-06 08:00:00+00:00,,,,1133.0,3259.1,45.68,
2020-01-06 09:00:00+00:00,,,,1133.0,3259.1,45.0,
2020-01-06 10:00:00+00:00,,,,1133.0,3259.1,45.02,
2020-01-06 11:00:00+00:00,,,,1133.0,3259.1,44.3,
2020-01-06 12:00:00+00:00,,,,1133.0,3259.1,44.2,
2020-01-06 13:00:00+00:00,,,,1133.0,3259.1,43.83,
2020-01-06 14:00:00+00:00,,,,1133.0,3259.1,45.1,
2020-01-06 15:00:00+00:00,,,,1133.0,3259.1,47.0,
2020-01-06 16:00:00+00:00,,,,1133.0,3259.1,49.16,
2020-01-06 17:00:00+00:00,,,,1133.0,3259.1,48.93,
2020-01-06 18:00:00+00:00,,,,1133.0,3259.1,48.0,
2020-01-06 19:00:00+00:00,,,,1133.0,3259.1,44.1,
2020-01-06 20:00:00+00:00,,,,1133.0,3259.1,40.3,
2020-01-06 21:00:00+00:00,,,,1133.0,3259.1,33.48,
2020-01-06 22:00:00+00:00,,,,1133.0,3259.1,30.97,
2020-01-06 23:00:00+00:00,,,,1133.0,3259.1,31.39,
2020-01-07 00:00:00+00:00,13.171,6.747142857142857,24.45,1133.0,3259.1,29.3,
2020-01-07 01:00:00+00:00,,,,1133.0,3259.1,29.3,
2020-01-07 02:00:00+00:00,,,,1133.0,3259.1,29.28,
2020-01-07 03:00:00+00:00,,,,1133.0,3259.1,30.01,
2020-01-07 04:00:00+00:00,,,,1133.0,3259.1,33.52,
2020-01-07 05:00:00+00:00,,,,1133.0,3259.1,46.15,
2020-01-07 06:00:00+00:00,,,,1133.0,3259.1,52.0,
2020-01-07 07:00:00+00:00,,,,1133.0,3259.1,53.35,
2020-01-07 08:00:00+00:00,,,,1133.0,3259.1,53.09,
2020-01-07 09:00:00+00:00,,,,1133.0,3259.1,51.96,
2020-01-07 10:00:00+00:00,,,,1133.0,3259.1,51.89,
2020-01-07 11:00:00+00:00,,,,1133.0,3259.1,51.06,
2020-01-07 12:00:00+00:00,,,,1133.0,3259.1,50.01,
2020-01-07 13:00:00+00:00,,,,1133.0,3259.1,52.96,
2020-01-07 14:00:00+00:00,,,,1133.0,3259.1,56.69,
2020-01-07 15:00:00+00:00,,,,1133.0,3259.1,63.0,
2020-01-07 16:00:00+00:00,,,,1133.0,3259.1,67.95,
2020-01-07 17:00:00+00:00,,,,1133.0,3259.1,62.15,
2020-01-07 18:00:00+00:00,,,,1133.0,3259.1,58.17,
2020-01-07 19:00:00+00:00,,,,1133.0,3259.1,54.95,
2020-01-07 20:00:00+00:00,,,,1133.0,3259.1,50.24,
2020-01-07 21:00:00+00:00,,,,1133.0,3259.1,46.06,
2020-01-07 22:00:00+00:00,,,,1133.0,3259.1,41.3,
2020-01-07 23:00:00+00:00,,,,1133.0,3259.1,43.72,
2020-01-08 00:00:00+00:00,12.896,6.757142857142857,23.97,1133.0,3259.1,33.5,
2020-01-08 01:00:00+00:00,,,,1133.0,3259.1,33.08,
2020-01-08 02:00:00+00:00,,,,1133.0,3259.1,32.04,
2020-01-08 03:00:00+00:00,,,,1133.0,3259.1,34.61,
2020-01-08 04:00:00+00:00,,,,1133.0,3259.1,41.88,
2020-01-08 05:00:00+00:00,,,,1133.0,3259.1,51.96,
2020-01-08 06:00:00+00:00,,,,1133.0,3259.1,62.6,
2020-01-08 07:00:00+00:00,,,,1133.0,3259.1,69.97,
2020-01-08 08:00:00+00:00,,,,1133.0,3259.1,65.93,
2020-01-08 09:00:00+00:00,,,,1133.0,3259.1,59.96,
2020-01-08 10:00:00+00:00,,,,1133.0,3259.1,58.7,
2020-01-08 11:00:00+00:00,,,,1133.0,3259.1,60.03,
2020-01-08 12:00:00+00:00,,,,1133.0,3259.1,58.21,
2020-01-08 13:00:00+00:00,,,,1133.0,3259.1,58.21,
2020-01-08 14:00:00+00:00,,,,1133.0,3259.1,65.39,
2020-01-08 15:00:00+00:00,,,,1133.0,3259.1,73.94,
2020-01-08 16:00:00+00:00,,,,1133.0,3259.1,83.93,
2020-01-08 17:00:00+00:00,,,,1133.0,3259.1,80.04,
2020-01-08 18:00:00+00:00,,,,1133.0,3259.1,73.28,
2020-01-08 19:00:00+00:00,,,,1133.0,3259.1,73.07,
2020-01-08 20:00:00+00:00,,,,1133.0,3259.1,66.1,
2020-01-08 21:00:00+00:00,,,,1133.0,3259.1,54.69,
2020-01-08 22:00:00+00:00,,,,1133.0,3259.1,47.03,
2020-01-08 23:00:00+00:00,,,,1133.0,3259.1,51.94,
2020-01-09 00:00:00+00:00,12.858,6.751428571428572,24.58,1133.0,3259.1,44.39,
2020-01-09 01:00:00+00:00,,,,1133.0,3259.1,40.53,
2020-01-09 02:00:00+00:00,,,,1133.0,3259.1,37.37,
2020-01-09 03:00:00+00:00,,,,1133.0,3259.1,40.0,
2020-01-09 04:00:00+00:00,,,,1133.0,3259.1,49.0,
2020-01-09 05:00:00+00:00,,,,1133.0,3259.1,60.1,
2020-01-09 06:00:00+00:00,,,,1133.0,3259.1,73.09,
2020-01-09 07:00:00+00:00,,,,1133.0,3259.1,71.69,
2020-01-09 08:00:00+00:00,,,,1133.0,3259.1,71.69,
2020-01-09 09:00:00+00:00,,,,1133.0,3175.1,70.97,
2020-01-09 10:00:00+00:00,,,,1133.0,3259.1,70.02,
2020-01-09 11:00:00+00:00,,,,1133.0,3259.1,70.55,
2020-01-09 12:00:00+00:00,,,,1133.0,3259.1,69.2,
2020-01-09 13:00:00+00:00,,,,1133.0,3259.1,72.0,
2020-01-09 14:00:00+00:00,,,,1133.0,3259.1,71.69,
2020-01-09 15:00:00+00:00,,,,1133.0,3259.1,81.08,
2020-01-09 16:00:00+00:00,,,,1133.0,3259.1,80.09,
2020-01-09 17:00:00+00:00,,,,1133.0,3259.1,70.99,
2020-01-09 18:00:00+00:00,,,,1133.0,3259.1,69.21,
2020-01-09 19:00:00+00:00,,,,1133.0,3259.1,65.01,
2020-01-09 20:00:00+00:00,,,,1133.0,3259.1,58.22,
2020-01-09 21:00:00+00:00,,,,1133.0,3259.1,57.01,
2020-01-09 22:00:00+00:00,,,,1133.0,3259.1,50.05,
2020-01-09 23:00:00+00:00,,,,1133.0,3259.1,53.95,
2020-01-10 00:00:00+00:00,12.701,6.82,24.11,1133.0,3259.1,51.91,
2020-01-10 01:00:00+00:00,,,,1133.0,3259.1,46.0,
2020-01-10 02:00:00+00:00,,,,1133.0,3259.1,44.63,
2020-01-10 03:00:00+00:00,,,,1133.0,3259.1,46.87,
2020-01-10 04:00:00+00:00,,,,1133.0,3259.1,56.1,
2020-01-10 05:00:00+00:00,,,,1133.0,3259.1,78.24,
2020-01-10 06:00:00+00:00,,,,1133.0,3259.1,104.45,
2020-01-10 07:00:00+00:00,,,,1133.0,3259.1,99.04,
2020-01-10 08:00:00+00:00,,,,1133.0,3259.1,94.03,
2020-01-10 09:00:00+00:00,,,,1133.0,3259.1,81.18,
2020-01-10 10:00:00+00:00,,,,1133.0,3259.1,71.64,
2020-01-10 11:00:00+00:00,,,,1133.0,3259.1,70.07,
2020-01-10 12:00:00+00:00,,,,1133.0,3259.1,66.06,
2020-01-10 13:00:00+00:00,,,,1133.0,3259.1,71.61,
2020-01-10 14:00:00+00:00,,,,1133.0,3259.1,76.33,
2020-01-10 15:00:00+00:00,,,,1133.0,3259.1,99.09,
2020-01-10 16:00:00+00:00,,,,1133.0,3259.1,99.03,
2020-01-10 17:00:00+00:00,,,,1133.0,3259.1,94.04,
2020-01-10 18:00:00+00:00,,,,1133.0,3259.1,88.86,
2020-01-10 19:00:00+00:00,,,,1133.0,3259.1,85.04,
2020-01-10 20:00:00+00:00,,,,1133.0,3259.1,60.03,
2020-01-10 21:00:00+00:00,,,,1133.0,3074.1,57.94,
2020-01-10 22:00:00+00:00,,,,1133.0,3074.1,50.8,
2020-01-10 23:00:00+00:00,,,,1133.0,3259.1,48.68,
2020-01-11 00:00:00+00:00,12.749,,,1133.0,3074.1,43.81,
2020-01-11 01:00:00+00:00,,,,1133.0,3074.1,40.19,
2020-01-11 02:00:00+00:00,,,,1133.0,3259.1,38.36,
2020-01-11 03:00:00+00:00,,,,1133.0,3259.1,38.51,
2020-01-11 04:00:00+00:00,,,,1133.0,3259.1,41.24,
2020-01-11 05:00:00+00:00,,,,1133.0,3259.1,43.96,
2020-01-11 06:00:00+00:00,,,,1133.0,3074.1,48.43,
2020-01-11 07:00:00+00:00,,,,1133.0,3074.1,54.53,
2020-01-11 08:00:00+00:00,,,,1133.0,3074.1,56.1,
2020-01-11 09:00:00+00:00,,,,1133.0,3074.1,54.93,
2020-01-11 10:00:00+00:00,,,,1133.0,3074.1,52.0,
2020-01-11 11:00:00+00:00,,,,1133.0,3074.1,49.19,
2020-01-11 12:00:00+00:00,,,,1133.0,3259.1,45.6,
2020-01-11 13:00:00+00:00,,,,1133.0,3259.1,48.14,
2020-01-11 14:00:00+00:00,,,,1133.0,3259.1,50.83,
2020-01-11 15:00:00+00:00,,,,1133.0,3259.1,59.93,
2020-01-11 16:00:00+00:00,,,,1133.0,3259.1,65.1,
2020-01-11 17:00:00+00:00,,,,1133.0,3259.1,63.03,
2020-01-11 18:00:00+00:00,,,,1133.0,3259.1,59.99,
2020-01-11 19:00:00+00:00,,,,1133.0,3259.1,59.12,
2020-01-11 20:00:00+00:00,,,,1133.0,3259.1,49.19,
2020-01-11 21:00:00+00:00,,,,1133.0,3259.1,43.76,
2020-01-11 22:00:00+00:00,,,,1133.0,3259.1,39.7,
2020-01-11 23:00:00+00:00,,,,1133.0,3259.1,41.22,
2020-01-12 00:00:00+00:00,12.749,,,1133.0,3259.1,35.95,
2020-01-12 01:00:00+00:00,,,,1133.0,3259.1,30.65,
2020-01-12 02:00:00+00:00,,,,1133.0,3259.1,29.29,
2020-01-12 03:00:00+00:00,,,,1133.0,3259.1,27.41,
2020-01-12 04:00:00+00:00,,,,1133.0,3259.1,28.84,
2020-01-12 05:00:00+00:00,,,,1133.0,3259.1,31.99,
2020-01-12 06:00:00+00:00,,,,1133.0,3259.1,36.58,
2020-01-12 07:00:00+00:00,,,,1133.0,3259.1,40.03,
2020-01-12 08:00:00+00:00,,,,1133.0,3259.1,40.01,
2020-01-12 09:00:00+00:00,,,,1133.0,3259.1,39.08,
2020-01-12 10:00:00+00:00,,,,1133.0,3259.1,41.32,
2020-01-12 11:00:00+00:00,,,,1133.0,3259.1,39.51,
2020-01-12 12:00:00+00:00,,,,1133.0,3259.1,37.76,
2020-01-12 13:00:00+00:00,,,,1133.0,3259.1,43.94,
2020-01-12 14:00:00+00:00,,,,1133.0,3259.1,45.0,
2020-01-12 15:00:00+00:00,,,,1133.0,3259.1,53.1,
2020-01-12 16:00:00+00:00,,,,1133.0,3259.1,62.14,
2020-01-12 17:00:00+00:00,,,,1133.0,3259.1,63.15,
2020-01-12 18:00:00+00:00,,,,1133.0,3259.1,65.04,
2020-01-12 19:00:00+00:00,,,,1133.0,3259.1,60.05,
2020-01-12 20:00:00+00:00,,,,1133.0,3259.1,52.38,
2020-01-12 21:00:00+00:00,,,,1133.0,3259.1,49.54,
2020-01-12 22:00:00+00:00,,,,1133.0,3259.1,43.96,
2020-01-12 23:00:00+00:00,,,,1133.0,3259.1,41.0,
2020-01-13 00:00:00+00:00,12.831,6.831428571428572,24.05,1133.0,3259.1,33.48,
2020-01-13 01:00:00+00:00,,,,1133.0,3259.1,31.36,
2020-01-13 02:00:00+00:00,,,,1133.0,3259.1,30.92,
2020-01-13 03:00:00+00:00,,,,1133.0,3259.1,33.48,
2020-01-13 04:00:00+00:00,,,,1133.0,3259.1,41.85,
2020-01-13 05:00:00+00:00,,,,1133.0,3259.1,50.04,
2020-01-13 06:00:00+00:00,,,,1133.0,3259.1,62.09,
2020-01-13 07:00:00+00:00,,,,1133.0,3259.1,69.36,
2020-01-13 08:00:00+00:00,,,,1133.0,3259.1,66.2,
2020-01-13 09:00:00+00:00,,,,1133.0,3259.1,63.22,
2020-01-13 10:00:00+00:00,,,,1133.0,3259.1,61.77,
2020-01-13 11:00:00+00:00,,,,1133.0,3259.1,65.05,
2020-01-13 12:00:00+00:00,,,,1133.0,3259.1,64.99,
2020-01-13 13:00:00+00:00,,,,1133.0,3259.1,68.84,
2020-01-13 14:00:00+00:00,,,,1133.0,3259.1,73.44,
2020-01-13 15:00:00+00:00,,,,1133.0,3259.1,88.03,
2020-01-13 16:00:00+00:00,,,,1133.0,3259.1,85.91,
2020-01-13 17:00:00+00:00,,,,1133.0,3259.1,83.9,
2020-01-13 18:00:00+00:00,,,,1133.0,3259.1,75.32,
2020-01-13 19:00:00+00:00,,,,1133.0,3259.1,68.01,
2020-01-13 20:00:00+00:00,,,,1133.0,3259.1,60.06,
2020-01-13 21:00:00+00:00,,,,1133.0,3259.1,59.95,
2020-01-13 22:00:00+00:00,,,,1133.0,3259.1,51.89,
2020-01-13 23:00:00+00:00,,,,1133.0,3259.1,56.07,
2020-01-14 00:00:00+00:00,12.836,6.598571428571429,23.76,1133.0,3259.1,49.28,
2020-01-14 01:00:00+00:00,,,,1133.0,3259.1,44.04,
2020-01-14 02:00:00+00:00,,,,1133.0,3259.1,46.96,
2020-01-14 03:00:00+00:00,,,,1133.0,3259.1,50.01,
2020-01-14 04:00:00+00:00,,,,1133.0,3259.1,52.87,
2020-01-14 05:00:00+00:00,,,,1133.0,3259.1,70.01,
2020-01-14 06:00:00+00:00,,,,1133.0,3259.1,75.74,
2020-01-14 07:00:00+00:00,,,,1133.0,3259.1,87.92,
2020-01-14 08:00:00+00:00,,,,1133.0,3259.1,79.46,
2020-01-14 09:00:00+00:00,,,,1133.0,3259.1,70.04,
2020-01-14 10:00:00+00:00,,,,1133.0,3259.1,68.84,
2020-01-14 11:00:00+00:00,,,,1133.0,3259.1,64.93,
2020-01-14 12:00:00+00:00,,,,1133.0,3259.1,65.07,
2020-01-14 13:00:00+00:00,,,,1133.0,3259.1,65.6,
2020-01-14 14:00:00+00:00,,,,1133.0,3259.1,67.09,
2020-01-14 15:00:00+00:00,,,,1133.0,3259.1,75.05,
2020-01-14 16:00:00+00:00,,,,1133.0,3259.1,77.83,
2020-01-14 17:00:00+00:00,,,,1133.0,3259.1,81.14,
2020-01-14 18:00:00+00:00,,,,1133.0,3259.1,77.62,
2020-01-14 19:00:00+00:00,,,,1133.0,3074.1,65.03,
2020-01-14 20:00:00+00:00,,,,1133.0,3074.1,58.17,
2020-01-14 21:00:00+00:00,,,,1133.0,3074.1,56.07,
2020-01-14 22:00:00+00:00,,,,1133.0,3074.1,55.02,
2020-01-14 23:00:00+00:00,,,,1133.0,3259.1,57.01,
2020-01-15 00:00:00+00:00,12.245,6.540000000000001,24.42,1133.0,3259.1,53.75,
2020-01-15 01:00:00+00:00,,,,1133.0,3259.1,48.9,
2020-01-15 02:00:00+00:00,,,,1133.0,3259.1,44.2,
2020-01-15 03:00:00+00:00,,,,1133.0,3259.1,47.92,
2020-01-15 04:00:00+00:00,,,,1133.0,3259.1,54.72,
2020-01-15 05:00:00+00:00,,,,1133.0,3259.1,62.77,
2020-01-15 06:00:00+00:00,,,,1133.0,3259.1,75.25,
2020-01-15 07:00:00+00:00,,,,1133.0,3259.1,85.67,
2020-01-15 08:00:00+00:00,,,,1133.0,3175.1,77.63,
2020-01-15 09:00:00+00:00,,,,1133.0,3175.1,68.84,
2020-01-15 10:00:00+00:00,,,,1133.0,3175.1,68.84,
2020-01-15 11:00:00+00:00,,,,1133.0,3175.1,70.93,
2020-01-15 12:00:00+00:00,,,,1133.0,3259.1,67.27,
2020-01-15 13:00:00+00:00,,,,1133.0,3259.1,68.68,
2020-01-15 14:00:00+00:00,,,,1133.0,3259.1,68.84,
2020-01-15 15:00:00+00:00,,,,1133.0,3259.1,70.25,
2020-01-15 16:00:00+00:00,,,,1133.0,3259.1,79.65,
2020-01-15 17:00:00+00:00,,,,1133.0,3259.1,75.08,
2020-01-15 18:00:00+00:00,,,,1133.0,3259.1,72.86,
2020-01-15 19:00:00+00:00,,,,1133.0,3259.1,62.77,
2020-01-15 20:00:00+00:00,,,,1133.0,3259.1,62.98,
2020-01-15 21:00:00+00:00,,,,1133.0,3259.1,62.77,
2020-01-15 22:00:00+00:00,,,,1133.0,3259.1,56.08,
2020-01-15 23:00:00+00:00,,,,1133.0,3259.1,47.97,
2020-01-16 00:00:00+00:00,12.224,6.485714285714286,24.77,1133.0,3259.1,45.0,
2020-01-16 01:00:00+00:00,,,,1133.0,3259.1,39.11,
2020-01-16 02:00:00+00:00,,,,1133.0,3259.1,38.33,
2020-01-16 03:00:00+00:00,,,,1133.0,3259.1,41.3,
2020-01-16 04:00:00+00:00,,,,1133.0,3259.1,51.89,
2020-01-16 05:00:00+00:00,,,,1133.0,3259.1,59.96,
2020-01-16 06:00:00+00:00,,,,1133.0,3259.1,72.0,
2020-01-16 07:00:00+00:00,,,,1133.0,3259.1,76.13,
2020-01-16 08:00:00+00:00,,,,1133.0,3259.1,68.84,
2020-01-16 09:00:00+00:00,,,,1133.0,3259.1,66.74,
2020-01-16 10:00:00+00:00,,,,1133.0,3259.1,64.84,
2020-01-16 11:00:00+00:00,,,,1133.0,3259.1,64.8,
2020-01-16 12:00:00+00:00,,,,1133.0,3259.1,62.49,
2020-01-16 13:00:00+00:00,,,,1133.0,3259.1,65.28,
2020-01-16 14:00:00+00:00,,,,1133.0,3259.1,66.74,
2020-01-16 15:00:00+00:00,,,,1133.0,3259.1,68.92,
2020-01-16 16:00:00+00:00,,,,1133.0,3259.1,71.54,
2020-01-16 17:00:00+00:00,,,,1133.0,3259.1,69.03,
2020-01-16 18:00:00+00:00,,,,1133.0,3259.1,62.77,
2020-01-16 19:00:00+00:00,,,,1133.0,3259.1,56.54,
2020-01-16 20:00:00+00:00,,,,1133.0,3259.1,52.06,
2020-01-16 21:00:00+00:00,,,,1133.0,3259.1,55.73,
2020-01-16 22:00:00+00:00,,,,1133.0,3259.1,46.07,
2020-01-16 23:00:00+00:00,,,,1133.0,3259.1,50.0,
2020-01-17 00:00:00+00:00,11.955,6.301428571428572,25.36,1133.0,3259.1,43.2,
2020-01-17 01:00:00+00:00,,,,1133.0,3259.1,41.52,
2020-01-17 02:00:00+00:00,,,,1133.0,3259.1,39.0,
2020-01-17 03:00:00+00:00,,,,1133.0,3259.1,41.95,
2020-01-17 04:00:00+00:00,,,,1133.0,3259.1,50.04,
2020-01-17 05:00:00+00:00,,,,1133.0,3259.1,68.83,
2020-01-17 06:00:00+00:00,,,,1133.0,3259.1,71.99,
2020-01-17 07:00:00+00:00,,,,1133.0,3259.1,83.19,
2020-01-17 08:00:00+00:00,,,,1133.0,3259.1,77.62,
2020-01-17 09:00:00+00:00,,,,1133.0,3259.1,73.02,
2020-01-17 10:00:00+00:00,,,,1133.0,3259.1,68.83,
